page	line	token	pieces	leftFont	rightFont	fontChange	gapEm	dy	spaceGlyph	native	found
267	80	x−2y	x−2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	x−2y +xy−2	yes
270	12	8from	8 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 8from both sides	yes
270	33	k2	k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	k2 +k− 6= 24 	yes
270	37	k2	k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	k2 +k− 30 =0 Factor	yes
271	3	8feet,	8 + feet,	-	-	-	-	-	-	The flagpole has a shadow of 8feet, but we don′t know the height	no
271	23	9points	9 + points	-	-	-	-	-	-	Don′t know visitor score, but home is 9points less	no
271	26	6for	6 + for	-	-	-	-	-	-	7 Home team scored 6for every 7 the visitor scored	no
274	10	3x−	3 + x−	-	-	-	-	-	-	3x−	no
276	7	6from	6 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 6from both sides	yes
276	15	3in	3 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Check− 3in (x + 1)(x +2), it works	yes
276	17	1in	1 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Check 1in (x + 1)(x +2), it works	yes
276	58	5in	5 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Check 5in (x− 1)(x− 2), it works	yes
276	60	2in	2 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Check− 2in (x− 1)(x− 2), it works	yes
280	42	1lbs	1 + lbs	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	1lbs	yes
281	2	1lbs	1 + lbs	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	1lbs	yes
281	39	1ft	1 + ft	-	-	-	-	-	-	factor would be squared, 1ft	no
281	45	8cubic	8 + cubic	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Convert 8cubic feet to yd3 Write 8ft3 as fraction, put it over 1	yes
283	24	1tab	1 + tab	-	-	-	-	-	-	1tab Convert tab to mg, put tab in denominator	no
283	30	1tab	1 + tab	CXAFAS+CMR10	KZVVQK+EuropeanComputerModern-R	yes	0.168	0.00	no	1tab	yes
283	31	1dose	1 + dose	CXAFAS+CMR10	KZVVQK+EuropeanComputerModern-R	yes	0.168	0.00	no	1dose	yes
283	39	1dose	1 + dose	CXAFAS+CMR10	KZVVQK+EuropeanComputerModern-R	yes	0.168	0.00	no	1dose	yes
290	18	y6	y + 6	-	-	-	-	-	-	√ · y6	no
290	19	z10	z + 10	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.047	4.20	no	· z10	yes
290	35	y9	y + 9	-	-	-	-	-	-	√ · y9	no
290	36	z6	z + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	· z6	yes
291	14	196v2	196v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	15) 196v2	yes
291	18	100k4	100k + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.043	4.32	no	19)− 100k4	yes
291	23	45x2y2	45x2 + y + 2	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	25) 45x2y2	yes
291	23	45x2y2	45x2 + y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	25) 45x2y2	yes
291	24	16x3y3	16x3 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	27) 16x3y3	yes
291	24	16x3y3	16x3 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	27) 16x3y3	yes
291	25	320x4y4	320x4 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	29) 320x4y4	yes
291	25	320x4y4	320x4 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	29) 320x4y4	yes
291	26	80xy2	80xy + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	31) 6 80xy2	yes
291	27	245x2y3	245x2 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.20	no	33) 5 245x2y3	yes
291	27	245x2y3	245x2 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.20	no	33) 5 245x2y3	yes
291	31	80hj4k	80hj + 4k	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.056	4.32	no	39) 2 80hj4k	yes
291	60	72x2y2	72x2 + y + 2	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	34) 2 72x2y2	yes
291	60	72x2y2	72x2 + y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	34) 2 72x2y2	yes
291	61	72x3y4	72x3 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	36)− 5 72x3y4	yes
291	61	72x3y4	72x3 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	36)− 5 72x3y4	yes
291	64	32xy2z3	32xy + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	40)− 32xy2z3	yes
291	64	32xy2z3	32xy + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	40)− 32xy2z3	yes
291	65	32m2p4q	32m2 + p4 + q	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.20	no	42)− 8 32m2p4q	yes
291	65	32m2p4q	32m2 + p4 + q	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.20	no	42)− 8 32m2p4q	yes
293	38	x25y17z3	x25y + 17z + 3	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.035	4.32	no	x25y17z3	yes
293	38	x25y17z3	x25y + 17z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	x25y17z3	yes
293	39	x5y3	x5 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	x5y3 y2z3	yes
293	39	x5y3	x5 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	x5y3 y2z3	yes
293	39	y2z3	y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	x5y3 y2z3	yes
293	39	y2z3	y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	x5y3 y2z3	yes
293	42	5R	5 + R	-	-	-	-	-	-	5 = 5R 0, so x5 came out, no x’s	no
293	44	3R2,	3 + R + 2,	-	-	-	-	-	-	5 = 3R2, so y3 came out, and y2 remains	no
293	44	y3	y + 3	-	-	-	-	-	-	5 = 3R2, so y3 came out, and y2 remains	no
293	44	y2	y + 2	-	-	-	-	-	-	5 = 3R2, so y3 came out, and y2 remains	no
293	46	0R3,	0R + 3,	-	-	-	-	-	-	5 = 0R3, all three or z3 remained inside. The	no
293	46	z3	z + 3	-	-	-	-	-	-	5 = 0R3, all three or z3 remained inside. The	no
293	51	8works!	8 + works!	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Looking for cubes that divide into 40. The number 8works!	yes
294	20	48v7	48v + 7	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	21)− 2− 48v7	yes
294	24	135x5y3	135x5 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	25)− 135x5y3	yes
294	24	135x5y3	135x5 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	25)− 135x5y3	yes
294	26	32x4y4	32x4 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	27)− 32x4y4	yes
294	26	32x4y4	32x4 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	27)− 32x4y4	yes
294	28	256x4y6	256x4 + y + 6	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	29) 256x4y6	yes
294	28	256x4y6	256x4 + y + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	29) 256x4y6	yes
294	30	81x3y7	81x3 + y + 7	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	31) 7− 81x3y7	yes
294	30	81x3y7	81x3 + y + 7	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	31) 7− 81x3y7	yes
294	32	375u2v8	375u2v + 8	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	33) 2 375u2v8	yes
294	36	54m8n3p7	54m8n3 + p7	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	37) 6− 54m8n3p7	yes
294	63	64u5v3	64u5v + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	26) 64u5v3	yes
294	66	189x3y6	189x3 + y + 6	-	-	-	-	-	-	30) 189x3y6	no
294	69	56x2y8	56x2 + y + 8	-	-	-	-	-	-	32)− 4 56x2y8	no
294	73	135xy3	135xy + 3	-	-	-	-	-	-	36) 3 135xy3	no
294	79	324x7yz7	324x7 + yz + 7	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	42)− 6 324x7yz7	yes
294	79	324x7yz7	324x7 + yz + 7	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	42)− 6 324x7yz7	yes
299	51	5and	5 + and	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	√ by dividing by 5and 2 respectively	yes
300	13	1more	1 + more	-	-	-	-	-	-	√ Index is 2, we need two fives in denominator, need 1more	no
300	32	3more	3 + more	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Index is 4, we need four twos in denominator, need 3more	yes
300	50	1more	1 + more	-	-	-	-	-	-	Index is 3, we need three fives in denominator, need 1more	no
301	23	1more	1 + more	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	√ Index is 2, need two elevens, need 1more	yes
301	36	6x3y4z	6x3 + y + 4z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	18 6x3y4z	yes
301	36	6x3y4z	6x3 + y + 4z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	18 6x3y4z	yes
301	38	10xy6z3	10xy + 6z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	3.36	no	8 10xy6z3	yes
301	38	10xy6z3	10xy + 6z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	3.36	no	8 10xy6z3	yes
301	42	5y2z3	5y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	3.48	no	4 5y2z3	yes
301	42	5y2z3	5y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	3.48	no	4 5y2z3	yes
301	46	5y2z3	5y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	3.48	no	4 5y2z3	yes
301	46	5y2z3	5y + 2z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	3.48	no	4 5y2z3	yes
301	51	53y2z	53 + y + 2z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	53y2z	yes
301	51	53y2z	53 + y + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	53y2z	yes
301	53	53y2z	53 + y + 2z	-	-	-	-	-	-	4 Multiply numerator and denominator by 53y2z	no
301	54	53y2z	53 + y + 2z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	53y2z	yes
301	54	53y2z	53 + y + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	53y2z	yes
301	55	375x2y2z	375x2 + y + 2z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	9 375x2y2z	yes
301	55	375x2y2z	375x2 + y + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	9 375x2y2z	yes
301	59	375x2y2z	375x2 + y + 2z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	9 375x2y2z	yes
301	59	375x2y2z	375x2 + y + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	9 375x2y2z	yes
302	39	3x3y3	3x3 + y + 3	-	-	-	-	-	-	4 3x3y3	no
302	42	3p	3 + p	LDDDSE+CMR8	JJCYQV+CMMI8	yes	0.056	0.00	no	3p	yes
302	51	5r4	5r + 4	-	-	-	-	-	-	37) 5 5r4	no
302	53	8r2	8r + 2	-	-	-	-	-	-	8r2	no
302	57	5r3	5r + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	4) 5r3	yes
302	58	10r2	10r + 2	-	-	-	-	-	-	√ · − 5 10r2	no
302	90	3xy4	3xy + 4	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.047	2.28	no	5 3xy4	yes
310	64	•9p	•9 + p	-	-	-	-	-	-	•9p to represent 9	no
311	74	x2y	x2 + y	QJAIEQ+CMR6	MXANZU+CMMI12	yes	0.232	-2.52	no	x2y	yes
312	22	2x−1y	2x−1 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	2x−1y	yes
313	70	xy2)0	xy + 2)0	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	20) (x· xy2)0	yes
313	71	(x0y	(x0 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.20	no	21) (x0y	yes
313	86	4v2	4 + v + 2	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.112	-1.80	no	4v2	yes
313	86	4v2	4 + v + 2	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.040	2.28	no	4v2	yes
313	94	4y	4 + y	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.172	-1.80	no	4y	yes
313	110	2n	2 + n	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	-0.009	-2.76	no	2n 2	yes
313	133	4y	4 + y	-	-	-	-	-	-	4y 1)	no
313	141	2y0)	2 + y + 0)	-	-	-	-	-	-	2y0)	no
313	143	y4	y + 4	-	-	-	-	-	-	y4 · x 2y	no
313	150	(uv2)	(uv + 2)	-	-	-	-	-	-	33) (uv2)	no
313	157	3y3)	3 + y + 3)	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.172	-1.68	no	3y3)	yes
313	157	3y3)	3 + y + 3)	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.032	2.28	no	3y3)	yes
313	179	4v2	4 + v + 2	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.112	-1.80	no	4v2	yes
313	179	4v2	4 + v + 2	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.040	2.28	no	4v2	yes
314	10	x6y2	x6 + y + 2	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.20	no	x6y2	yes
314	10	x6y2	x6 + y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.20	no	x6y2	yes
314	12	(x6y2)	(x6 + y + 2)	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	(x6y2)	yes
314	12	(x6y2)	(x6 + y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	(x6y2)	yes
314	25	x3y	x3 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	x3y	yes
315	48	x2y	x2 + y	-	-	-	-	-	-	5 x2y	no
315	49	x3y4	x3 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	x3y4	yes
315	49	x3y4	x3 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	x3y4	yes
315	61	8xy3	8xy + 3	-	-	-	-	-	-	3 8xy3	no
315	62	4x2y	4x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	4x2y	yes
315	63	8as	8 + as	-	-	-	-	-	-	4 Rewrite 4 as 22 and 8as 23	no
315	64	23xy3	23xy + 3	-	-	-	-	-	-	3 23xy3	no
315	65	22x2y	22x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	22x2y	yes
316	4	9as	9 + as	-	-	-	-	-	-	3 Rewrite 9as 32	no
316	24	x7y2z	x7 + y + 2z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-3.36	no	x7y2z	yes
316	24	x7y2z	x7 + y + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	3.36	no	x7y2z	yes
316	28	x21y6z3	x21y + 6z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	3.48	no	x21y6z3	yes
316	28	x21y6z3	x21y + 6z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	3.48	no	x21y6z3	yes
316	31	y6z5	y + 6z + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y6z5	yes
316	31	y6z5	y + 6z + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	y6z5	yes
316	34	y6z5	y + 6z + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y6z5	yes
316	34	y6z5	y + 6z + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	y6z5	yes
317	3	16x4y6	16x4 + y + 6	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	1) 16x4y6	yes
317	3	16x4y6	16x4 + y + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	1) 16x4y6	yes
317	10	x6y9	x6 + y + 9	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	7) x6y9	yes
317	10	x6y9	x6 + y + 9	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	7) x6y9	yes
317	14	8x3y6	8x3 + y + 6	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	11) 8x3y6	yes
317	14	8x3y6	8x3 + y + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	11) 8x3y6	yes
317	16	9x2y6	9x2 + y + 6	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	2) 9x2y6	yes
317	16	9x2y6	9x2 + y + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	2) 9x2y6	yes
317	23	64x8y4	64x8 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	8) 64x8y4	yes
317	23	64x8y4	64x8 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	8) 64x8y4	yes
317	25	25y2	25y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	10) 25y2	yes
317	27	81x8y12	81x8 + y + 12	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	12) 81x8y12	yes
317	27	81x8y12	81x8 + y + 12	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.035	4.32	no	12) 81x8y12	yes
317	38	x2y	x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	19) x2y	yes
317	42	xy2	xy + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	21) xy2	yes
317	44	x2y	x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	x2y	yes
317	55	xy3	xy + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	29) xy3 x2y	yes
317	55	x2y	x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	29) xy3 x2y	yes
317	59	3xy2z	3xy + 2z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	33) 3xy2z	yes
317	60	9x3yz2	9x3 + yz + 2	-	-	-	-	-	-	3 9x3yz2	no
317	99	x2yz3	x2 + yz + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	24) x2yz3	yes
317	99	x2yz3	x2 + yz + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.037	4.32	no	24) x2yz3	yes
317	100	x2yz2	x2 + yz + 2	-	-	-	-	-	-	6 x2yz2	no
317	112	2x3y3	2x3 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	32) 2x3y3 4xy2	yes
317	112	2x3y3	2x3 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	32) 2x3y3 4xy2	yes
317	112	4xy2	4 + xy + 2	PZGVTZ+CMR12	MXANZU+CMMI12	yes	0.002	0.00	no	32) 2x3y3 4xy2	yes
317	112	4xy2	4 + xy + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	32) 2x3y3 4xy2	yes
319	17	4and	4 + and	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Combine like terms 2+ 4and 5i− 7i	yes
320	27	1and	1 + and	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	=− 1and i3 =− i	yes
322	13	1is	1 + is	-	-	-	-	-	-	√ Square root of− 1is i, square root of 4is 2	no
322	13	4is	4 + is	-	-	-	-	-	-	√ Square root of− 1is i, square root of 4is 2	no
322	40	1and	1 + and	-	-	-	-	-	-	√ Take square root of− 1and 100	no
326	22	2from	2 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 2from both sides	yes
327	12	6from	6 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 6from both sides	yes
329	27	1from	1 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract x and 1from both sides	yes
329	42	4to	4 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 4to both sides of second equation	yes
330	42	0first	0 + first	-	-	-	-	-	-	3(0)+ 9− (0)+ 4 =− 1 Check x = 0first	no
334	15	4from	4 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 4from both sides	yes
334	21	6from	6 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 6from both sides	yes
334	30	1from	1 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 1from both sides	yes
335	6	2equations!	2 + equations!	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Solve, need 2equations!	yes
335	35	2to	2 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	+ 2 + 2 Add 2to both sides	yes
337	28	5from	5 + from	-	-	-	-	-	-	x +5 =± 3 2√ Subtract 5from both sides	no
338	2	bx	b + x	MXANZU+CMMI12	MXANZU+CMMI12	no	0.116	0.00	no	of the form x2 + bx + c, and a perfect square, the third term, c, can be easily	yes
340	1	2x2	2 + x2	PZGVTZ+CMR12	MXANZU+CMMI12	yes	0.002	0.00	no	2x2 + 20x 	yes
340	24	5from	5 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 5from both sides	yes
340	39	2to	2 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 2to both sides	yes
342	12	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	7) y2	yes
342	18	v2	v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	11) v2	yes
342	21	5k2	5k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	15) 5k2	yes
342	32	3k2	3k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	29) 3k2 +9= 6k	yes
342	40	v2	v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	41) v2 + 5v + 28 =0	yes
342	43	k2	k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	45) k2	yes
342	48	8r2	8r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	51) 8r2 + 10r =− 55	yes
342	58	r2	r + 2	-	-	-	-	-	-	6) r2	no
342	76	6r2	6r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	22) 6r2 + 12r− 24=− 6	yes
342	79	v2	v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	26) v2	yes
342	89	3r2	3r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.20	no	38)− 3r2 +12r + 49=− 6r2	yes
342	89	6r2	6r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.20	no	38)− 3r2 +12r + 49=− 6r2	yes
342	101	10v2	10v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	56) 10v2	yes
342	104	4v2	4v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	− 15v = 27 + 4v2	yes
347	7	3r2	3r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	7) 3r2	yes
347	11	v2	v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	11) v2	yes
347	14	3k2	3k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	15) 3k2 +3k− 4= 7	yes
347	28	3k2	3k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	2) 3k2 +2= 0	yes
347	44	3r2	3r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.20	no	24) 3r2 + 4=− 6r	yes
347	47	6v2	6v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	28) 6v2 = 4+ 6v	yes
347	49	2k2	2k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	32) 2k2 +6k− 16 = 2k	yes
347	54	7r2	7r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	37) 7r2	yes
348	15	4from	4 + from	-	-	-	-	-	-	− 4− 4 +2 + 2 Subtract 4from first, add 2to second	no
348	15	2to	2 + to	-	-	-	-	-	-	− 4− 4 +2 + 2 Subtract 4from first, add 2to second	no
348	37	2from	2 + from	-	-	-	-	-	-	Subtract 2from the first, subtract 3from the second	no
348	37	3from	3 + from	-	-	-	-	-	-	Subtract 2from the first, subtract 3from the second	no
349	18	3from	3 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 3from both sides	yes
349	31	2from	2 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 2from both sides	yes
350	13	2from	2 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 2from both sides	yes
